UnixTimestamp,Date(America/Los_Angeles),Time(America/Los_Angeles),WindDirection,WindSpeed,SystemBattery,PAR_SQ-215-SS,SeaFETV2(SAMP_NUM),SeaFETV2(ERR_FLAG),SeaFETV2(PH_EXT),SeaFETV2(PH_INT),SeaFETV2(EXT_VOLT),SeaFETV2(INT_VOLT),SeaFETV2(TEMP),SeaFETV2(INT_HUMID),SeaFETV2(INT_TEMP),HCEP(TEMP),HCEP(COND),HCEP(PRES),HCEP(OXY),HCEP(PH),HCEP(FL),HCEP(TURB),HCEP(FSD),HCEP(TSD),HCEP(SAL),HCEP(SNDV),HCEP(SPC),HCEP(OSAT),HCEP(VOLT),HCEP(NUM),SUNA(M_Parameter1),SUNA(M_Parameter2),SUNA(M_Parameter3),SUNA(M_Parameter4),WXT510(Temp),WXT510(Humidity),HCEP(ERR),PAR_SQ_215_SS(Inactive-1)
1676666700000,02/17/2023,11:45:00,236.998,0.559,12.62,295.1,-1.0,0.0,7.6426,7.5169,-0.894586,-0.941848,8.4529,7.1,8.4,8.3853,3.15337,0.547,7.89,7.8,0.597,0.305,0.03,0.01,29.6927,1477.382,4.7227,81.53,13.8,2190.0,30.3,0.425,17574.0,814.0,42.8,85.8,0.0,
1676667600000,02/17/2023,12:00:00,250.415,1.117,12.57,218.31,-1.0,0.0,7.6641,7.5393,-0.893385,-0.940592,8.4589,7.0,8.4,8.393,3.15391,0.548,7.927,7.81,0.619,0.31,0.03,0.01,29.6917,1477.41,4.72241,81.92,13.8,2191.0,30.3,0.424,17586.0,814.0,43.1,85.7,0.0,
1676668500000,02/17/2023,12:15:00,234.518,0.434,12.66,233.56,-1.0,0.0,7.6651,7.5396,-0.893327,-0.940575,8.4556,7.1,8.5,8.3852,3.1533,0.553,7.927,7.81,0.694,0.282,0.06,0.02,29.692,1477.381,4.72261,81.91,13.8,2192.0,29.7,0.416,17595.0,815.0,43.3,85.4,0.0,
1676669400000,02/17/2023,12:30:00,148.194,0.811,12.6,245.36,-1.0,0.0,7.6347,7.5085,-0.895025,-0.942316,8.4589,7.1,8.5,8.389,3.15357,0.552,7.922,7.81,0.751,0.312,0.05,0.04,29.6916,1477.395,4.72246,81.86,13.8,2193.0,29.9,0.419,17613.0,814.0,43.3,85.0,0.0,
1676670300000,02/17/2023,12:45:00,150.143,0.605,12.71,385.25,-1.0,0.0,7.6544,7.5288,-0.893919,-0.941178,8.4671,7.0,8.4,8.4073,3.15517,0.551,7.932,7.81,0.646,0.301,0.03,0.02,29.6928,1477.466,4.72226,81.99,13.8,2194.0,30.5,0.427,17633.0,812.0,43.5,84.9,0.0,
1676671200000,02/17/2023,13:00:00,154.306,1.15,12.71,376.46,-1.0,0.0,7.6456,7.5203,-0.894405,-0.941647,8.4792,7.1,8.5,8.428,3.1569,0.55,7.944,7.81,0.566,0.296,0.04,0.01,29.6933,1477.545,4.72193,82.16,13.8,2195.0,30.0,0.42,17628.0,813.0,43.7,84.7,0.0,
1676672100000,02/17/2023,13:15:00,147.472,0.004,12.72,296.02,-1.0,0.0,7.6393,7.5141,-0.894749,-0.941995,8.4879,7.0,8.5,8.427,3.157,0.556,7.927,7.81,0.54,0.287,0.02,0.01,29.6953,1477.543,4.72223,81.99,13.8,2196.0,30.7,0.43,17575.0,814.0,44.0,84.5,0.0,
1676673000000,02/17/2023,13:30:00,109.573,0.05,12.74,323.33,-1.0,0.0,7.6406,7.5152,-0.894676,-0.941935,8.4881,7.1,8.5,8.4381,3.1578,0.544,7.917,7.81,0.621,0.302,0.02,0.01,29.6942,1477.584,4.72186,81.9,13.8,2197.0,29.8,0.417,17606.0,813.0,44.6,83.6,0.0,
1676673900000,02/17/2023,13:45:00,199.305,0.004,12.71,380.11,-1.0,0.0,7.6477,7.5231,-0.894278,-0.941492,8.4906,7.1,8.5,8.431,3.15657,0.551,7.93,7.81,0.561,0.296,0.01,0.01,29.6874,1477.549,4.72101,82.01,13.8,2198.0,29.9,0.419,17623.0,813.0,44.4,83.6,0.0,
1676674800000,02/17/2023,14:00:00,32.071,0.807,12.74,360.81,-1.0,0.0,7.6666,7.5416,-0.893221,-0.940458,8.4908,7.1,8.5,8.4359,3.15719,0.562,7.93,7.81,0.496,0.308,0.02,0.02,29.6897,1477.57,4.72125,82.03,13.8,2199.0,30.1,0.422,17593.0,814.0,44.2,81.6,0.0,
1676675700000,02/17/2023,14:15:00,97.228,0.542,12.73,338.47,-1.0,0.0,7.6598,7.5353,-0.893602,-0.940811,8.4918,7.1,8.5,8.4414,3.15764,0.543,7.928,7.81,0.583,0.295,0.02,0.02,29.6898,1477.591,4.72115,82.01,13.8,2200.0,29.7,0.416,17618.0,813.0,44.4,80.0,0.0,
1676676600000,02/17/2023,14:30:00,114.224,0.346,12.82,346.89,-1.0,0.0,7.665,7.5396,-0.893306,-0.940568,8.4969,7.1,8.5,8.4499,3.15833,0.552,7.936,7.81,0.603,0.289,0.03,0.02,29.6899,1477.623,4.72099,82.11,13.8,2201.0,31.0,0.434,17584.0,814.0,45.3,79.6,0.0,
1676677500000,02/17/2023,14:45:00,132.782,0.452,12.83,343.66,-1.0,0.0,7.655,7.5299,-0.893861,-0.941109,8.5005,7.1,8.5,8.4435,3.15783,0.544,7.936,7.81,0.572,0.292,0.02,0.01,29.6901,1477.599,4.72115,82.1,13.8,2202.0,30.1,0.422,17564.0,813.0,45.8,77.8,0.0,
1676678400000,02/17/2023,15:00:00,311.776,2.01,12.73,209.43,-1.0,0.0,7.6557,7.5304,-0.893817,-0.941077,8.5087,7.1,8.5,8.4279,3.15682,0.549,7.933,7.81,0.593,0.298,0.04,0.02,29.6927,1477.543,4.72184,82.05,13.8,2203.0,30.4,0.426,17567.0,813.0,45.6,77.8,0.0,
1676679300000,02/17/2023,15:15:00,332.915,2.569,12.71,98.48,-1.0,0.0,7.6448,7.5195,-0.894429,-0.94169,8.5063,7.1,8.5,8.4489,3.15848,0.542,7.943,7.81,0.711,0.276,0.03,0.01,29.6922,1477.622,4.72135,82.19,13.8,2204.0,30.2,0.423,17615.0,815.0,45.3,78.8,0.0,
1676680200000,02/17/2023,15:30:00,335.986,1.59,12.8,217.52,-1.0,0.0,7.6538,7.5287,-0.893929,-0.941175,8.4993,7.1,8.5,8.4282,3.15662,0.527,7.943,7.81,0.627,0.304,0.02,0.02,29.6904,1477.541,4.7215,82.15,13.8,2205.0,30.1,0.421,17577.0,814.0,45.6,79.9,0.0,
1676681100000,02/17/2023,15:45:00,338.873,1.355,12.69,115.75,-1.0,0.0,7.6431,7.5178,-0.894532,-0.941784,8.493,7.1,8.5,8.4087,3.15508,0.549,7.927,7.81,0.681,0.311,0.02,0.02,29.6907,1477.468,4.72194,81.95,13.8,2206.0,30.3,0.425,17567.0,813.0,45.3,80.3,0.0,
1676682000000,02/17/2023,16:00:00,343.128,1.274,12.62,64.11,-1.0,0.0,7.6219,7.4971,-0.89572,-0.942946,8.4872,7.1,8.5,8.4019,3.15456,0.547,7.913,7.81,0.654,0.309,0.04,0.02,29.691,1477.443,4.72213,81.79,13.8,2207.0,30.2,0.423,17595.0,812.0,45.6,81.0,0.0,
1676682900000,02/17/2023,16:15:00,35.741,1.772,12.58,30.73,-1.0,0.0,7.6256,7.5011,-0.895519,-0.942721,8.4819,7.1,8.5,8.4004,3.1545,0.533,7.91,7.8,0.694,0.313,0.04,0.03,29.6917,1477.438,4.72225,81.75,13.8,2208.0,30.3,0.425,17667.0,814.0,45.3,80.8,0.0,
1676683800000,02/17/2023,16:30:00,25.909,1.508,12.55,11.33,-1.0,0.0,7.6545,7.5297,-0.893905,-0.941122,8.479,7.1,8.5,8.3983,3.15439,0.545,7.907,7.8,0.674,0.306,0.03,0.02,29.6923,1477.431,4.72238,81.72,13.8,2209.0,30.9,0.433,17617.0,814.0,45.1,80.1,0.0,
1676684700000,02/17/2023,16:45:00,350.973,0.455,12.51,1.96,-1.0,0.0,7.6393,7.515,-0.894761,-0.941947,8.4731,7.1,8.5,8.3887,3.15375,0.534,7.89,7.8,0.677,0.28,0.04,0.01,29.6937,1477.396,4.72278,81.53,13.8,2210.0,30.6,0.428,17598.0,813.0,44.6,81.0,0.0,
1676685600000,02/17/2023,17:00:00,39.946,0.837,12.5,0.22,-1.0,0.0,7.628,7.5032,-0.895394,-0.942607,8.4704,7.1,8.5,8.3723,3.15237,0.532,7.888,7.8,0.633,0.298,0.03,0.02,29.6933,1477.333,4.72304,81.48,13.8,2211.0,30.0,0.42,17638.0,813.0,44.7,81.0,0.0,
1676686500000,02/17/2023,17:15:00,83.649,2.303,12.48,0.17,-1.0,0.0,7.6733,7.5495,-0.89287,-0.940025,8.4584,7.1,8.5,8.3865,3.15364,0.561,7.886,7.8,0.653,0.308,0.03,0.03,29.6944,1477.389,4.72292,81.48,13.8,2212.0,29.7,0.416,17637.0,812.0,44.6,80.7,0.0,
1676687400000,02/17/2023,17:30:00,70.564,1.474,12.48,0.17,-1.0,0.0,7.6893,7.5647,-0.891981,-0.939176,8.4529,7.1,8.4,8.3701,3.1523,0.563,7.902,7.8,0.62,0.315,0.04,0.01,29.6943,1477.326,4.72324,81.63,13.8,2213.0,30.4,0.426,17631.0,814.0,44.6,80.2,0.0,
1676688300000,02/17/2023,17:45:00,84.406,2.012,12.48,0.17,-1.0,0.0,7.694,7.5696,-0.891716,-0.9389,8.4523,7.1,8.4,8.3687,3.15207,0.556,7.919,7.81,0.654,0.271,0.03,0.01,29.6931,1477.319,4.7231,81.8,13.8,2214.0,30.7,0.43,17592.0,813.0,44.7,79.4,0.0,
1676689200000,02/17/2023,18:00:00,101.016,2.387,12.45,0.17,-1.0,0.0,7.6967,7.5727,-0.891573,-0.938727,8.4441,7.1,8.4,8.3726,3.15207,0.543,7.964,7.81,0.683,0.305,0.04,0.02,29.6898,1477.33,4.72254,82.26,13.8,2215.0,30.7,0.429,17607.0,814.0,44.9,78.8,0.0,
1676690100000,02/17/2023,18:15:00,84.93,2.432,12.47,0.17,-1.0,0.0,7.6871,7.5627,-0.892107,-0.939286,8.4468,7.1,8.4,8.3636,3.1515,0.545,7.977,7.81,0.741,0.308,0.04,0.02,29.6914,1477.298,4.72296,82.39,13.8,2216.0,30.2,0.423,17610.0,813.0,44.9,78.5,0.0,
1676691000000,02/17/2023,18:30:00,107.581,2.319,12.44,0.17,-1.0,0.0,7.6871,7.5633,-0.892108,-0.939256,8.4436,7.1,8.4,8.3659,3.15184,0.532,7.973,7.81,0.652,0.308,0.03,0.01,29.6931,1477.308,4.72315,82.35,13.8,2217.0,30.3,0.425,17644.0,814.0,45.1,77.7,0.0,
1676691900000,02/17/2023,18:45:00,123.913,2.966,12.45,0.17,-1.0,0.0,7.6903,7.5662,-0.891925,-0.93909,8.4463,7.1,8.4,8.3788,3.1529,0.544,7.94,7.81,0.676,0.318,0.03,0.02,29.6933,1477.358,4.72291,82.03,13.8,2218.0,30.4,0.426,17633.0,813.0,45.8,73.3,0.0,
1676692800000,02/17/2023,19:00:00,144.248,1.694,12.44,0.17,-1.0,0.0,7.6878,7.5628,-0.892068,-0.939283,8.4441,7.1,8.4,8.3654,3.15182,0.541,7.943,7.81,0.661,0.313,0.03,0.02,29.6933,1477.307,4.72318,82.03,13.8,2219.0,30.9,0.433,17577.0,812.0,45.5,75.8,0.0,
1676693700000,02/17/2023,19:15:00,191.138,1.483,12.44,0.17,-1.0,0.0,7.6727,7.5478,-0.892915,-0.940123,8.4409,7.1,8.4,8.3765,3.1527,0.553,7.957,7.81,0.793,0.309,0.05,0.02,29.6931,1477.349,4.72294,82.19,13.8,2220.0,30.4,0.425,17547.0,813.0,45.6,79.2,0.0,
1676694600000,02/17/2023,19:30:00,251.416,2.201,12.49,0.17,-1.0,0.0,7.6462,7.5211,-0.894379,-0.941606,8.4677,7.1,8.5,8.4095,3.15398,0.544,7.876,7.8,0.575,0.336,0.02,0.02,29.6786,1477.456,4.72018,81.42,13.8,2221.0,29.6,0.414,17505.0,813.0,44.9,81.5,0.0,
1676695500000,02/17/2023,19:45:00,209.803,1.483,12.43,0.17,-1.0,0.0,7.7012,7.5771,-0.891297,-0.938476,8.4792,7.1,8.5,8.411,3.15305,0.545,7.8,7.8,0.585,0.36,0.03,0.02,29.6676,1477.449,4.71858,80.63,13.8,2222.0,30.7,0.43,17551.0,815.0,44.6,82.2,0.0,
1676696400000,02/17/2023,20:00:00,159.852,2.359,12.43,0.17,-1.0,0.0,7.7157,7.5913,-0.890484,-0.937681,8.4819,7.1,8.5,8.4165,3.15448,0.536,7.794,7.8,0.527,0.386,0.02,0.04,29.6779,1477.482,4.71994,80.58,13.8,2223.0,31.3,0.438,17521.0,814.0,44.9,82.8,0.0,
1676697300000,02/17/2023,20:15:00,168.499,3.122,12.44,0.17,-1.0,0.0,7.7216,7.5978,-0.890153,-0.937316,8.4852,7.1,8.5,8.4155,3.15473,0.55,7.794,7.8,0.558,0.387,0.02,0.04,29.6814,1477.482,4.72047,80.58,13.8,2224.0,30.2,0.423,17555.0,811.0,45.3,79.6,0.0,
1676698200000,02/17/2023,20:30:00,179.914,4.283,12.46,0.17,-1.0,0.0,7.7044,7.5808,-0.891111,-0.938266,8.4879,7.1,8.5,8.4209,3.15501,0.561,7.781,7.8,0.516,0.398,0.02,0.03,29.6797,1477.501,4.72012,80.45,13.8,2225.0,31.4,0.44,17614.0,814.0,45.3,75.7,0.0,
1676699100000,02/17/2023,20:45:00,196.974,4.014,12.41,0.17,-1.0,0.0,7.7124,7.5877,-0.89066,-0.937879,8.4939,7.1,8.5,8.4227,3.1554,0.56,7.776,7.8,0.545,0.385,0.02,0.03,29.6823,1477.511,4.72044,80.41,13.8,2226.0,30.3,0.424,17589.0,813.0,45.1,74.4,0.0,
1676700000000,02/17/2023,21:00:00,183.834,3.571,12.4,0.17,-1.0,0.0,7.6984,7.5739,-0.891441,-0.938651,8.4912,7.1,8.5,8.418,3.15595,0.543,7.772,7.8,0.506,0.437,0.03,0.06,29.6919,1477.505,4.72193,80.36,13.8,2227.0,30.9,0.432,17643.0,812.0,45.1,74.6,0.0,
1676700900000,02/17/2023,21:15:00,185.587,4.136,12.46,0.17,-1.0,0.0,7.7127,7.5882,-0.890645,-0.937851,8.4939,7.1,8.5,8.4227,3.15657,0.543,7.757,7.8,0.526,0.413,0.03,0.04,29.6944,1477.526,4.72219,80.22,13.8,2228.0,30.9,0.432,17614.0,813.0,44.7,75.2,0.0,
1676701800000,02/17/2023,21:30:00,205.057,4.007,12.42,0.17,-1.0,0.0,7.7173,7.5932,-0.890383,-0.937572,8.4966,7.1,8.5,8.4249,3.15683,0.526,7.759,7.8,0.489,0.424,0.02,0.04,29.6953,1477.535,4.72228,80.24,13.8,2229.0,29.7,0.416,17604.0,812.0,44.6,76.6,0.0,
1676702700000,02/17/2023,21:45:00,191.627,4.779,12.41,0.17,-1.0,0.0,7.7157,7.5913,-0.890474,-0.937679,8.4939,7.1,8.5,8.4218,3.15684,0.561,7.758,7.8,0.538,0.409,0.02,0.03,29.6979,1477.527,4.72271,80.23,13.8,2230.0,30.5,0.427,17455.0,813.0,44.4,77.0,0.0,
1676703600000,02/17/2023,22:00:00,192.201,4.44,12.41,0.17,-1.0,0.0,7.7186,7.5942,-0.890315,-0.937518,8.4944,7.1,8.5,8.4227,3.1579,0.548,7.755,7.8,0.483,0.419,0.02,0.05,29.7083,1477.543,4.72418,80.21,13.8,2231.0,30.5,0.427,17561.0,814.0,44.4,75.9,0.0,
1676704500000,02/17/2023,22:15:00,187.005,4.292,12.4,0.17,-1.0,0.0,7.7032,7.5788,-0.891171,-0.938377,8.4958,7.1,8.5,8.4199,3.15796,0.541,7.754,7.8,0.539,0.397,0.03,0.04,29.7113,1477.536,4.72467,80.19,13.8,2232.0,30.3,0.424,17591.0,812.0,44.6,76.2,0.0,
1676705400000,02/17/2023,22:30:00,180.209,5.372,12.45,0.17,-1.0,0.0,7.699,7.5746,-0.891407,-0.938615,8.4923,7.1,8.5,8.4222,3.15811,0.546,7.748,7.8,0.474,0.416,0.02,0.04,29.7108,1477.544,4.72456,80.14,13.8,2233.0,30.5,0.428,17507.0,813.0,44.4,75.6,0.0,
1676706300000,02/17/2023,22:45:00,195.81,4.97,12.4,0.17,-1.0,0.0,7.6975,7.5727,-0.891499,-0.938719,8.4878,7.1,8.5,8.4137,3.15751,0.52,7.758,7.8,0.548,0.407,0.03,0.09,29.7118,1477.513,4.72487,80.22,13.8,2234.0,29.9,0.419,17563.0,813.0,44.6,73.5,0.0,
1676707200000,02/17/2023,23:00:00,181.326,5.29,12.4,0.17,-1.0,0.0,7.6874,7.5625,-0.892059,-0.939289,8.489,7.1,8.5,8.4157,3.15555,0.542,7.777,7.8,0.542,0.386,0.04,0.04,29.6897,1477.493,4.72165,80.41,13.8,2235.0,30.3,0.425,17585.0,812.0,44.6,74.0,0.0,
1676708100000,02/17/2023,23:15:00,196.456,5.793,12.45,0.17,-1.0,0.0,7.6846,7.5604,-0.892218,-0.939407,8.4879,7.1,8.5,8.4095,3.15587,0.517,7.786,7.8,0.54,0.385,0.02,0.04,29.6983,1477.48,4.72302,80.5,13.8,2236.0,30.9,0.433,17596.0,813.0,44.7,74.1,0.0,
1676709000000,02/17/2023,23:30:00,175.037,5.026,12.4,0.17,-1.0,0.0,7.6871,7.5627,-0.892078,-0.939279,8.4881,7.1,8.5,8.4167,3.15669,0.53,7.772,7.8,0.503,0.394,0.04,0.03,29.7007,1477.511,4.72322,80.37,13.8,2237.0,30.9,0.433,17570.0,813.0,44.7,74.6,0.0,
1676709900000,02/17/2023,23:45:00,167.899,4.51,12.46,0.17,-1.0,0.0,7.6951,7.5709,-0.891634,-0.938819,8.485,7.1,8.5,8.4117,3.156,0.535,7.786,7.8,0.531,0.385,0.03,0.02,29.6979,1477.488,4.72291,80.49,13.8,2238.0,29.3,0.41,17559.0,812.0,44.7,74.5,0.0,
1676710800000,02/18/2023,00:00:00,173.037,6.548,12.41,0.17,-1.0,0.0,7.7043,7.5799,-0.891119,-0.938315,8.4879,7.1,8.5,8.4153,3.15629,0.529,7.781,7.8,0.495,0.404,0.02,0.05,29.6978,1477.501,4.72282,80.46,13.8,2239.0,30.1,0.422,17594.0,814.0,44.6,75.3,0.0,
1676711700000,02/18/2023,00:15:00,168.764,5.865,12.4,0.17,-1.0,0.0,7.7059,7.5826,-0.891029,-0.938165,8.483,7.1,8.5,8.4164,3.15655,0.543,7.786,7.8,0.536,0.39,0.02,0.03,29.6995,1477.508,4.72306,80.51,13.8,2240.0,30.2,0.423,17605.0,813.0,44.7,75.3,0.0,
1676712600000,02/18/2023,00:30:00,173.791,4.309,12.4,0.17,-1.0,0.0,7.7038,7.5801,-0.891147,-0.938309,8.4858,7.1,8.5,8.4164,3.15652,0.514,7.778,7.8,0.512,0.397,0.03,0.07,29.6992,1477.507,4.723,80.43,13.8,2241.0,29.9,0.419,17614.0,813.0,44.7,74.6,0.0,
1676713500000,02/18/2023,00:45:00,168.083,4.974,12.43,0.17,-1.0,0.0,7.693,7.5686,-0.89175,-0.938948,8.4862,7.1,8.5,8.4075,3.15554,0.501,7.79,7.8,0.549,0.382,0.01,0.04,29.6965,1477.47,4.7228,80.53,13.8,2242.0,30.7,0.43,17600.0,813.0,44.7,75.2,0.0,
1676714400000,02/18/2023,01:00:00,167.61,5.147,12.4,0.17,-1.0,0.0,7.6992,7.5757,-0.891408,-0.938552,8.482,7.1,8.5,8.4083,3.15564,0.539,7.791,7.8,0.509,0.382,0.03,0.04,29.6969,1477.474,4.72284,80.55,13.8,2243.0,31.2,0.437,17603.0,814.0,44.7,76.6,0.0,
1676715300000,02/18/2023,01:15:00,171.77,5.954,12.4,0.17,-1.0,0.0,7.6973,7.5735,-0.891509,-0.938674,8.4841,7.1,8.5,8.4068,3.15549,0.505,7.795,7.8,0.548,0.379,0.02,0.1,29.6966,1477.468,4.72282,80.58,13.8,2244.0,30.3,0.425,17594.0,813.0,44.6,76.0,0.0,
1676716200000,02/18/2023,01:30:00,169.512,5.934,12.41,0.17,-1.0,0.0,7.7094,7.5854,-0.890839,-0.938011,8.4807,7.1,8.5,8.4016,3.15491,0.519,7.805,7.8,0.511,0.382,0.04,0.04,29.695,1477.446,4.7227,80.68,13.8,2245.0,30.3,0.425,17626.0,815.0,44.6,76.3,0.0,
1676717100000,02/18/2023,01:45:00,171.621,5.532,12.4,0.17,-1.0,0.0,7.7168,7.5935,-0.890429,-0.937561,8.4748,7.1,8.5,8.4028,3.15509,0.543,7.805,7.8,0.539,0.37,0.02,0.03,29.6958,1477.452,4.72279,80.68,13.8,2246.0,30.6,0.429,17572.0,813.0,44.6,77.3,0.0,
1676718000000,02/18/2023,02:00:00,167.543,6.407,12.45,0.17,-1.0,0.0,7.7194,7.5959,-0.890282,-0.937424,8.4763,7.1,8.5,8.4027,3.15499,0.505,7.814,7.8,0.506,0.375,0.02,0.03,29.6948,1477.45,4.72265,80.77,13.8,2247.0,30.0,0.421,17616.0,813.0,44.4,77.8,0.0,
1676718900000,02/18/2023,02:15:00,163.811,6.654,12.43,0.17,-1.0,0.0,7.7205,7.5982,-0.890219,-0.9373,8.4731,7.1,8.5,8.3977,3.154,0.525,7.842,7.8,0.561,0.364,0.03,0.04,29.6888,1477.424,4.72189,81.04,13.8,2248.0,30.8,0.431,17625.0,813.0,44.6,77.4,0.0,
1676719800000,02/18/2023,02:30:00,166.499,6.512,12.43,0.17,-1.0,0.0,7.7235,7.6002,-0.890056,-0.937187,8.4677,7.1,8.5,8.3941,3.15346,0.53,7.844,7.8,0.517,0.356,0.02,0.03,29.6862,1477.407,4.72159,81.06,13.8,2249.0,30.3,0.424,17614.0,812.0,44.6,77.9,0.0,
1676720700000,02/18/2023,02:45:00,179.262,5.826,12.38,0.17,-1.0,0.0,7.7209,7.599,-0.890201,-0.937254,8.4704,7.1,8.5,8.4006,3.15415,0.508,7.831,7.8,0.563,0.355,0.03,0.02,29.6879,1477.433,4.72169,80.94,13.8,2250.0,30.4,0.425,17629.0,813.0,44.6,77.9,0.0,
1676721600000,02/18/2023,03:00:00,173.158,7.112,12.41,0.17,-1.0,0.0,7.7215,7.5985,-0.890172,-0.937282,8.4677,7.1,8.5,8.3919,3.15353,0.487,7.848,7.8,0.484,0.347,0.03,0.03,29.6888,1477.401,4.72201,81.1,13.8,2251.0,30.9,0.432,17634.0,813.0,44.6,77.9,0.0,
1676722500000,02/18/2023,03:15:00,163.417,6.087,12.4,0.17,-1.0,0.0,7.7225,7.5991,-0.890118,-0.937248,8.4649,7.1,8.5,8.394,3.1538,0.486,7.85,7.8,0.526,0.345,0.02,0.02,29.6898,1477.41,4.7221,81.12,13.8,2252.0,30.3,0.424,17633.0,813.0,44.6,78.6,0.0,
1676723400000,02/18/2023,03:30:00,183.511,6.483,12.4,0.17,-1.0,0.0,7.7248,7.6013,-0.889983,-0.937124,8.466,7.1,8.5,8.3929,3.15375,0.539,7.846,7.8,0.485,0.342,0.02,0.01,29.6902,1477.408,4.72218,81.08,13.8,2253.0,30.5,0.428,17660.0,813.0,44.6,78.8,0.0,
1676724300000,02/18/2023,03:45:00,177.349,6.973,12.45,0.17,-1.0,0.0,7.7237,7.6005,-0.890046,-0.937171,8.4644,7.1,8.5,8.3903,3.15386,0.519,7.855,7.8,0.55,0.364,0.02,0.04,29.6936,1477.401,4.72272,81.17,13.8,2254.0,30.1,0.422,17633.0,812.0,44.6,79.0,0.0,
1676725200000,02/18/2023,04:00:00,171.972,7.782,12.39,0.17,-1.0,0.0,7.7231,7.5992,-0.890083,-0.937246,8.4673,7.1,8.5,8.3994,3.15471,0.509,7.832,7.8,0.491,0.377,0.02,0.03,29.6947,1477.437,4.72271,80.95,13.8,2255.0,30.0,0.42,17624.0,812.0,44.6,78.4,0.0,
1676726100000,02/18/2023,04:15:00,175.541,7.649,12.42,0.17,-1.0,0.0,7.7233,7.5993,-0.890071,-0.93724,8.4682,7.1,8.5,8.3963,3.15461,0.485,7.849,7.8,0.518,0.37,0.02,0.03,29.6963,1477.427,4.72299,81.12,13.8,2256.0,29.9,0.418,17650.0,813.0,44.4,78.7,0.0,
1676727000000,02/18/2023,04:30:00,170.485,8.318,12.38,0.17,-1.0,0.0,7.7269,7.6027,-0.889869,-0.937046,8.4671,7.1,8.4,8.3983,3.15487,0.482,7.842,7.8,0.472,0.389,0.03,0.02,29.6973,1477.436,4.7231,81.05,13.8,2257.0,29.7,0.416,17651.0,814.0,44.4,78.8,0.0,
1676727900000,02/18/2023,04:45:00,170.777,9.189,12.46,0.17,-1.0,0.0,7.7327,7.6093,-0.889541,-0.936679,8.4731,7.1,8.5,8.3978,3.15504,0.545,7.835,7.8,0.513,0.378,0.02,0.03,29.6996,1477.438,4.72344,80.98,13.8,2258.0,29.8,0.418,17667.0,811.0,44.4,79.1,0.0,
1676728800000,02/18/2023,05:00:00,164.806,7.889,12.38,0.17,-1.0,0.0,7.7349,7.6119,-0.88942,-0.936533,8.4706,7.1,8.5,8.3996,3.15659,0.477,7.809,7.8,0.459,0.411,0.02,0.03,29.7141,1477.461,4.72549,80.73,13.8,2259.0,30.7,0.43,17616.0,813.0,44.4,78.2,0.0,
1676729700000,02/18/2023,05:15:00,167.688,8.265,12.4,0.17,-1.0,0.0,7.7331,7.6092,-0.889522,-0.936685,8.4644,7.1,8.5,8.3859,3.15754,0.487,7.807,7.8,0.478,0.429,0.02,0.03,29.7356,1477.436,4.72885,80.69,13.8,2260.0,30.3,0.425,17667.0,813.0,44.6,78.1,0.0,
1676730600000,02/18/2023,05:30:00,170.669,9.156,12.38,0.17,-1.0,0.0,7.732,7.6085,-0.889583,-0.936723,8.4658,7.1,8.5,8.3925,3.15789,0.521,7.802,7.8,0.442,0.43,0.02,0.04,29.7337,1477.459,4.72845,80.65,13.8,2261.0,29.9,0.418,17595.0,814.0,44.4,78.5,0.0,
1676731500000,02/18/2023,05:45:00,166.294,8.017,12.38,0.19,-1.0,0.0,7.733,7.6091,-0.889531,-0.936692,8.4637,7.1,8.5,8.3946,3.1557,0.508,7.829,7.8,0.512,0.386,0.02,0.03,29.7091,1477.437,4.72486,80.92,13.8,2262.0,30.5,0.427,17591.0,813.0,44.6,79.0,0.0,
1676732400000,02/18/2023,06:00:00,169.869,8.513,12.45,1.48,-1.0,0.0,7.7338,7.6105,-0.889487,-0.936614,8.4619,7.1,8.5,8.3941,3.15635,0.48,7.816,7.8,0.483,0.391,0.01,0.03,29.7163,1477.443,4.72591,80.78,13.8,2263.0,29.9,0.419,17632.0,813.0,44.4,79.3,0.0,
1676733300000,02/18/2023,06:15:00,168.723,8.451,12.39,5.02,-1.0,0.0,7.7428,7.6197,-0.888999,-0.936103,8.4359,7.1,8.5,8.344,3.1502,0.55,7.938,7.81,0.609,0.367,0.02,0.02,29.6944,1477.227,4.72379,81.94,13.8,2264.0,30.4,0.426,17620.0,813.0,44.6,78.1,0.0,
1676734200000,02/18/2023,06:30:00,160.197,8.258,12.39,11.55,-1.0,0.0,7.7503,7.6267,-0.888597,-0.93572,8.4175,7.1,8.4,8.3412,3.15018,0.528,7.973,7.81,0.561,0.369,0.02,0.02,29.6966,1477.219,4.72415,82.3,13.8,2265.0,30.6,0.429,17606.0,812.0,44.4,78.4,0.0,
1676735100000,02/18/2023,06:45:00,168.339,7.755,12.39,16.43,-1.0,0.0,7.7508,7.6271,-0.888574,-0.935699,8.4091,7.1,8.4,8.314,3.14634,0.493,8.026,7.81,0.653,0.345,0.02,0.02,29.6795,1477.094,4.72225,82.79,13.8,2266.0,30.2,0.423,17638.0,815.0,44.6,78.0,0.0,
